Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/21/16 00:00:00,11/22/16 00:00:00,8731053096
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,9495576
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/22/16 00:00:00,11/23/16 00:00:00,20
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,2460036
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,25064
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/22/16 00:00:00,11/23/16 00:00:00,206158430208
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/22/16 00:00:00,11/23/16 00:00:00,19
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,192806
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/22/16 00:00:00,11/23/16 00:00:00,0
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/22/16 00:00:00,11/23/16 00:00:00,20
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,2461468
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/22/16 00:00:00,11/23/16 00:00:00,19.5
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,327102
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/22/16 00:00:00,11/23/16 00:00:00,773094113280
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,237390
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/22/16 00:00:00,11/23/16 00:00:00,48
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/22/16 00:00:00,11/23/16 00:00:00,11465
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/22/16 00:00:00,11/23/16 00:00:00,20
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/22/16 00:00:00,11/23/16 00:00:00,9489479
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/22/16 00:00:00,11/23/16 00:00:00,192199786496
